Date,Quarter,Year,Company_Name,Ticker,SharePrice_USD,Expenses_B_USD,Revenue_B_USD,CashFlow_B_USD,DividendYield_Percent,US_Unemployment_Percent,Brent_USD,LNG_USD,US_Interest_Percent
2015-04-01,2,2015,Total,TOT,52,35.57,39.27,-1.26,0.0068,0.055,62,3.01,0.0013
2015-07-01,3,2015,Exxon,XOM,77,61.52,65.68,2.77,0.0073,0.052,50,2.66,0.0013
2015-07-01,3,2015,BP,BP,35,54.5,54.73,0.83,0.006,0.052,50,2.66,0.0013
2015-07-01,3,2015,Equinor,EQNR,16,12.33,13.24,1.12,0.0022,0.052,50,2.66,0.0013
2015-07-01,3,2015,Chevron,CVX,84,31.53,32.77,-1.45,0.0107,0.052,50,2.66,0.0013
2015-07-01,3,2015,Shell,RDS-A,54,77.78,68.71,4.82,0.0094,0.052,50,2.66,0.0013
2015-07-01,3,2015,Total,TOT,47,33.65,34.9,0.72,0.0069,0.052,50,2.66,0.0013
2015-10-01,4,2015,Exxon,XOM,80,57.12,57.69,-1.76,0.0073,0.052,44,2.47,0.0016
2015-10-01,4,2015,BP,BP,34,51.49,49.17,0.68,0.006,0.052,44,2.47,0.0016
2015-10-01,4,2015,Equinor,EQNR,16,12.62,12.81,-1,0.0022,0.052,44,2.47,0.0016
2015-10-01,4,2015,Chevron,CVX,90,31.46,28.01,-2.89,0.0107,0.052,44,2.47,0.0016
2015-10-01,4,2015,Shell,RDS-A,51,59.9,58.15,-1.88,0.0094,0.052,44,2.47,0.0016
2015-10-01,4,2015,Total,TOT,48,37.37,32.29,-1.08,0.0066,0.052,44,2.47,0.0016
2016-01-01,1,2016,Exxon,XOM,80,46.9,47.11,0.21,0.0073,0.05,34,2.13,0.0036
2016-01-01,1,2016,BP,BP,30,39.58,38.51,-2.51,0.006,0.05,34,2.13,0.0036
2016-01-01,1,2016,Equinor,EQNR,14,9.05,10.09,-0.62,0.0022,0.05,34,2.13,0.0036
2016-01-01,1,2016,Chevron,CVX,87,25.26,23.07,-4.43,0.0107,0.05,34,2.13,0.0036
2016-01-01,1,2016,Shell,RDS-A,45,50,48.55,-4.66,0.0094,0.05,34,2.13,0.0036
2016-01-01,1,2016,Total,TOT,44,26.65,27.52,-2.27,0.0069,0.05,34,2.13,0.0036
2016-04-01,2,2016,Exxon,XOM,88,55.22,56.36,0.25,0.0075,0.05,46,3.13,0.0037
2016-04-01,2,2016,BP,BP,32,50.14,47.28,-0.4,0.006,0.05,46,3.13,0.0037
2016-04-01,2,2016,Equinor,EQNR,16,10.59,10.81,-1.75,0.0022,0.05,46,3.13,0.0037
2016-04-01,2,2016,Chevron,CVX,100,31.27,27.84,-1.94,0.0107,0.05,46,3.13,0.0037
2016-04-01,2,2016,Shell,RDS-A,51,58.54,58.42,-3.5,0.0094,0.05,46,3.13,0.0037
2016-04-01,2,2016,Total,TOT,48,29.96,31.71,-1.21,0.0069,0.05,46,3.13,0.0037
2016-07-01,3,2016,Exxon,XOM,89,55.35,56.77,1.95,0.0075,0.05,46,3.02,0.0039
2016-07-01,3,2016,BP,BP,35,47.66,47.05,-0.87,0.006,0.05,46,3.02,0.0039
2016-07-01,3,2016,Equinor,EQNR,16,11.32,12.09,1,0.0022,0.05,46,3.02,0.0039
2016-07-01,3,2016,Chevron,CVX,102,28.97,29.16,1.25,0.0107,0.05,46,3.02,0.0039
2016-07-01,3,2016,Shell,RDS-A,53,60.13,61.86,3.21,0.0094,0.05,46,3.02,0.0039
2016-07-01,3,2016,Total,TOT,48,29.9,31.83,0.62,0.0067,0.05,46,3.02,0.0039
2016-10-01,4,2016,Exxon,XOM,87,60.2,58.38,3.51,0.0075,0.048,49,3.94,0.0045
2016-10-01,4,2016,BP,BP,35,51.33,51.01,-2.23,0.006,0.048,49,3.94,0.0045
2016-10-01,4,2016,Equinor,EQNR,17,14.96,12.7,-1.79,0.0022,0.048,49,3.94,0.0045
2016-10-01,4,2016,Chevron,CVX,109,30.93,30.14,-0.15,0.0108,0.048,49,3.94,0.0045
2016-10-01,4,2016,Shell,RDS-A,55,62.55,64.77,3.46,0.0094,0.048,49,3.94,0.0045
2016-10-01,4,2016,Total,TOT,48,36.82,36.87,1.28,0.0065,0.048,49,3.94,0.0045
2017-01-01,1,2017,Exxon,XOM,84,57.22,61.09,5.28,0.0075,0.046,54,3.29,0.007
2017-01-01,1,2017,BP,BP,35,53.76,55.86,-1.71,0.006,0.046,54,3.29,0.007
2017-01-01,1,2017,Equinor,EQNR,18,11.28,15.47,3.59,0.0022,0.046,54,3.29,0.007
2017-01-01,1,2017,Chevron,CVX,112,30.24,31.52,0.56,0.0108,0.046,54,3.29,0.007
2017-01-01,1,2017,Shell,RDS-A,57,68.83,71.8,5.2,0.0094,0.046,54,3.29,0.007
2017-01-01,1,2017,Total,TOT,51,34.93,36.09,2.02,0.0065,0.046,54,3.29,0.007
2017-04-01,2,2017,Exxon,XOM,82,58.56,60.83,3.85,0.0077,0.044,50,3.12,0.0095
2017-04-01,2,2017,BP,BP,35,55.85,57.37,0.71,0.006,0.044,50,3.12,0.0095
2017-04-01,2,2017,Equinor,EQNR,17,11.68,14.86,1.62,0.0022,0.044,50,3.12,0.0095
2017-04-01,2,2017,Chevron,CVX,106,32.48,32.88,1.81,0.0108,0.044,50,3.12,0.0095
2017-04-01,2,2017,Shell,RDS-A,56,69.22,72.13,5.63,0.0094,0.044,50,3.12,0.0095
2017-04-01,2,2017,Total,TOT,52,32.5,34.48,1.32,0.0069,0.044,50,3.12,0.0095
2017-07-01,3,2017,Exxon,XOM,79,60.47,64.42,2.62,0.0077,0.044,52,3.05,0.0115
2017-07-01,3,2017,BP,BP,35,57.18,60.02,1.89,0.006,0.044,52,3.05,0.0115
2017-07-01,3,2017,Equinor,EQNR,18,12.5,13.53,0.14,0.0022,0.044,52,3.05,0.0115
2017-07-01,3,2017,Chevron,CVX,109,33.51,33.89,2.15,0.0108,0.044,52,3.05,0.0115
2017-07-01,3,2017,Shell,RDS-A,57,71.06,75.83,2.56,0.0094,0.044,52,3.05,0.0115
2017-07-01,3,2017,Total,TOT,51,33.69,37.08,1.26,0.0073,0.044,52,3.05,0.0115
2017-10-01,4,2017,Exxon,XOM,83,48.83,50.83,2.91,0.0077,0.042,61,3.84,0.012
2017-10-01,4,2017,BP,BP,40,67.56,67.82,1.48,0.006,0.042,61,3.84,0.012
2017-10-01,4,2017,Equinor,EQNR,20,11.93,17.11,1.71,0.0022,0.042,61,3.84,0.012
2017-10-01,4,2017,Chevron,CVX,118,35.96,36.38,2.59,0.0108,0.042,61,3.84,0.012
2017-10-01,4,2017,Shell,RDS-A,65,80.59,85.42,1.41,0.0094,0.042,61,3.84,0.012
2017-10-01,4,2017,Total,TOT,55,40.22,41.44,3.95,0.0073,0.042,61,3.84,0.012
